phase,unix_ts,elapsed_sec,connections,session_unregister_total,session_unregister_delta,disconnect_queue_size,udp_send_errors_total,udp_send_errors_delta
business,1771862791.134,0.001,0,0,0,0,0,0
business,1771862792.135,1.001,0,3,3,0,0,0
business,1771862793.135,2.001,0,5,2,0,0,0
business,1771862794.136,3.001,0,6,1,0,0,0
business,1771862795.135,4.001,0,7,1,0,0,0
