phase,unix_ts,elapsed_sec,connections,session_unregister_total,session_unregister_delta,disconnect_queue_size,udp_send_errors_total,udp_send_errors_delta
business,1771863048.479,0.000,1,0,0,0,0,0
business,1771863049.473,1.005,1,3,3,0,0,0
business,1771863050.478,2.009,0,6,3,0,0,0
business,1771863051.482,3.014,0,7,1,0,0,0
business,1771863052.487,4.019,0,8,1,0,0,0
